C,Mn,Si,Cr,Ni,Mo,Log_Tau_Ferrite,Log_Tau_Pearlite,Log_Tau_Bainite
1.252,1.026,1.477,4.925,2.999,0.346,2.504,2.052,9.85
1.257,0.596,0.292,2.762,3.841,0.19,2.514,1.192,5.524
0.883,0.921,0.303,2.903,2.269,1.659,1.766,1.842,5.806
0.105,0.138,1.264,2.254,1.924,2.587,0.21,0.276,4.508
0.375,0.602,0.718,1.042,4.283,0.283,0.75,1.204,2.084
0.767,0.645,0.38,1.81,2.272,3.327,1.534,1.29,3.62
0.392,0.501,0.608,1.504,4.029,2.955,0.784,1.002,3.008
0.569,0.278,0.528,3.99,1.508,2.801,1.138,0.556,7.98
0.186,0.218,0.303,3.732,4.607,2.176,0.372,0.436,7.464
0.25,1.324,0.865,4.012,2.902,4.882,0.5,2.648,8.024
1.007,0.639,0.466,4.747,2.985,1.027,2.014,1.278,9.494
1.342,0.804,0.839,2.771,1.906,4.873,2.684,1.608,5.542
0.614,0.517,0.401,4.621,2.273,4.666,1.228,1.034,9.242
0.101,0.461,0.38,3.578,2.002,2.273,0.202,0.922,7.156
1.38,1.45,0.343,2.197,0.788,2.205,2.76,2.9,4.394
0.469,1.436,0.149,2.099,1.412,4.909,0.938,2.872,4.198
0.695,0.532,0.992,3.091,1.587,0.732,1.39,1.064,6.182
1.143,0.672,0.264,2.247,1.106,1.66,2.286,1.344,4.494
0.269,0.266,0.692,2.305,0.896,3.1,0.538,0.532,4.61
0.286,0.481,1.451,0.123,1.205,0.839,0.572,0.962,0.246
0.814,1.105,0.486,3.266,2.92,3.78,1.628,2.21,6.532
0.86,0.303,1.429,4.186,4.379,2.937,1.72,0.606,8.372
0.273,0.788,0.312,3.99,2.662,2.054,0.546,1.576,7.98
0.384,0.154,0.661,3.45,4.601,3.835,0.768,0.308,6.9
0.14,0.825,0.436,1.935,4.926,1.714,0.28,1.65,3.87
0.885,0.809,0.142,1.601,4.121,4.603,1.77,1.618,3.202
0.737,0.24,0.617,2.104,3.029,4.734,1.474,0.48,4.208
0.226,0.904,0.724,1.478,1.634,1.323,0.452,1.808,2.956
0.662,0.782,1.387,0.891,0.097,0.865,1.324,1.564,1.782
0.976,0.464,0.576,2.828,0.048,2.782,1.952,0.928,5.656
0.423,0.744,1.19,0.086,4.293,0.543,0.846,1.488,0.172
1.434,1.042,1.041,3.148,1.111,0.57,2.868,2.084,6.296
0.584,1.01,1.149,3.14,0.377,0.5,1.168,2.02,6.28
0.331,0.59,0.815,3.666,0.634,3.424,0.662,1.18,7.332
1.306,0.247,0.231,0.507,1.16,0.203,2.612,0.494,1.014
0.329,0.913,0.94,4.038,3.471,2.753,0.658,1.826,8.076
1.442,0.861,1.049,0.805,3.507,3.233,2.884,1.722,1.61
0.23,0.433,1.129,3.95,4.914,0.456,0.46,0.866,7.9
0.977,0.695,0.738,1.431,4.361,3.281,1.954,1.39,2.862
1.376,0.375,0.371,2.46,1.642,0.039,2.752,0.75,4.92
0.697,1.041,0.285,4.959,0.932,3.621,1.394,2.082,9.918
0.876,0.395,1.206,0.837,1.309,3.023,1.752,0.79,1.674
0.526,0.215,1.022,1.554,2.123,0.79,1.052,0.43,3.108
1.424,0.159,0.242,0.683,4.273,1.389,2.848,0.318,1.366
0.197,0.707,0.208,1.498,2.454,2.123,0.394,1.414,2.996
0.805,0.473,0.541,2.998,4.137,3.93,1.61,0.946,5.996
0.894,0.5,0.344,2.305,4.691,2.813,1.788,1.0,4.61
1.318,0.778,0.63,0.288,3.149,0.743,2.636,1.556,0.576
1.393,1.355,0.148,3.098,0.299,2.466,2.786,2.71,6.196
0.142,0.832,0.692,4.551,0.696,2.759,0.284,1.664,9.102
0.209,0.488,0.369,1.202,2.622,1.116,0.418,0.976,2.404
1.496,0.812,0.151,4.696,2.339,2.946,2.992,1.624,9.392
0.841,1.364,0.687,2.518,1.582,1.263,1.682,2.728,5.036
1.034,1.331,0.459,0.823,3.648,0.569,2.068,2.662,1.646
1.366,1.433,1.312,4.473,4.367,0.383,2.732,2.866,8.946
0.12,1.193,1.426,3.464,2.525,3.924,0.24,2.386,6.928
1.322,0.528,0.863,2.064,2.718,0.236,2.644,1.056,4.128
1.234,0.371,0.248,0.352,4.077,4.161,2.468,0.742,0.704
0.263,1.408,0.736,4.944,1.123,4.326,0.526,2.816,9.888
0.506,0.55,1.319,2.131,2.289,0.342,1.012,1.1,4.262
0.639,1.492,0.39,4.091,0.15,1.555,1.278,2.984,8.182
1.248,1.178,0.797,3.873,0.849,2.785,2.496,2.356,7.746
0.871,0.414,0.948,4.851,3.02,3.305,1.742,0.828,9.702
1.004,1.481,0.988,4.625,4.94,2.259,2.008,2.962,9.25
0.978,1.19,0.152,2.785,4.378,2.802,1.956,2.38,5.57
0.797,1.38,0.241,2.713,4.865,1.514,1.594,2.76,5.426
0.382,0.559,0.721,3.518,2.716,2.851,0.764,1.118,7.036
0.287,1.239,1.099,2.705,4.41,3.754,0.574,2.478,5.41
0.147,0.123,0.167,0.721,3.243,4.463,0.294,0.246,1.442
1.219,0.734,0.731,0.945,0.172,3.152,2.438,1.468,1.89
1.188,0.581,0.109,1.155,1.847,1.46,2.376,1.162,2.31
0.11,0.682,0.585,4.212,2.021,3.122,0.22,1.364,8.424
0.634,0.745,0.248,0.927,1.237,2.206,1.268,1.49,1.854
0.56,0.579,0.849,2.416,3.497,1.996,1.12,1.158,4.832
0.914,0.864,1.047,4.862,4.845,2.929,1.828,1.728,9.724
0.851,1.326,1.274,1.437,3.815,2.51,1.702,2.652,2.874
0.923,1.328,0.433,4.638,0.782,4.129,1.846,2.656,9.276
0.629,0.207,1.159,0.304,1.89,0.24,1.258,0.414,0.608
0.254,0.581,0.982,2.648,3.194,0.209,0.508,1.162,5.296
0.522,1.422,0.102,1.233,3.789,3.309,1.044,2.844,2.466
0.461,1.13,0.459,1.42,2.568,4.438,0.922,2.26,2.84
0.594,1.409,0.743,0.211,4.891,3.106,1.188,2.818,0.422
0.383,0.832,1.356,3.42,3.599,2.46,0.766,1.664,6.84
1.339,0.722,0.652,3.573,0.304,1.218,2.678,1.444,7.146
0.795,0.384,0.835,3.092,0.352,2.222,1.59,0.768,6.184
0.978,0.426,1.157,1.339,0.425,1.531,1.956,0.852,2.678
1.384,0.675,0.349,1.681,3.577,1.493,2.768,1.35,3.362
0.726,0.418,1.041,2.862,1.055,2.646,1.452,0.836,5.724
0.136,1.082,0.303,1.641,0.38,1.953,0.272,2.164,3.282
0.736,1.276,0.695,1.48,1.502,0.529,1.472,2.552,2.96
0.34,1.15,0.896,4.562,2.079,0.763,0.68,2.3,9.124
0.14,1.488,0.312,3.381,4.85,2.293,0.28,2.976,6.762
0.88,0.238,0.613,3.329,0.466,1.702,1.76,0.476,6.658
1.077,0.195,1.461,1.975,0.77,3.519,2.154,0.39,3.95
1.025,1.061,0.635,1.153,4.538,4.599,2.05,2.122,2.306
0.542,0.324,0.308,0.447,0.968,4.967,1.084,0.648,0.894
1.468,0.322,1.24,2.935,3.516,4.688,2.936,0.644,5.87
0.286,0.278,0.408,2.324,0.717,1.388,0.572,0.556,4.648
1.07,0.779,1.104,4.651,0.889,2.841,2.14,1.558,9.302
0.496,0.708,1.239,2.722,3.922,4.801,0.992,1.416,5.444
0.339,0.959,1.192,1.042,0.757,0.968,0.678,1.918,2.084
0.534,0.451,0.113,4.679,3.231,1.603,1.068,0.902,9.358
1.068,1.417,0.483,4.601,0.62,3.236,2.136,2.834,9.202
1.434,1.173,1.421,2.71,1.763,4.486,2.868,2.346,5.42
1.073,0.224,0.434,0.243,4.259,3.402,2.146,0.448,0.486
1.463,0.847,1.346,4.066,0.444,2.737,2.926,1.694,8.132
0.507,0.943,0.297,3.253,3.32,0.466,1.014,1.886,6.506
0.23,0.303,0.308,1.631,4.878,0.958,0.46,0.606,3.262
0.236,1.42,0.886,1.567,3.351,3.91,0.472,2.84,3.134
0.4,1.244,0.179,2.875,2.909,3.951,0.8,2.488,5.75
1.103,0.8,1.042,1.693,0.722,0.521,2.206,1.6,3.386
0.665,0.808,1.116,1.722,4.063,1.537,1.33,1.616,3.444
0.807,0.804,0.509,4.657,2.138,3.9,1.614,1.608,9.314
1.48,0.702,0.697,1.853,0.884,4.701,2.96,1.404,3.706
0.8,1.219,0.206,1.608,2.324,1.735,1.6,2.438,3.216
1.45,0.81,0.998,0.894,2.494,4.919,2.9,1.62,1.788
0.936,1.194,0.205,2.578,3.431,4.394,1.872,2.388,5.156
0.936,0.55,0.815,3.186,3.838,2.161,1.872,1.1,6.372
0.712,0.46,1.113,4.94,3.01,2.318,1.424,0.92,9.88
0.782,1.209,0.377,4.843,0.923,0.837,1.564,2.418,9.686
0.393,0.664,0.992,0.913,4.44,0.659,0.786,1.328,1.826
1.155,1.008,1.085,2.425,4.803,4.742,2.31,2.016,4.85
0.786,1.182,0.536,4.794,3.754,1.099,1.572,2.364,9.588
0.562,1.058,0.977,4.787,3.964,0.851,1.124,2.116,9.574
1.059,0.38,0.194,2.222,0.284,4.813,2.118,0.76,4.444
1.424,0.171,0.98,1.373,3.556,2.16,2.848,0.342,2.746
0.618,1.259,0.366,2.711,3.112,3.246,1.236,2.518,5.422
0.814,0.788,0.823,2.273,4.093,0.794,1.628,1.576,4.546
0.812,1.096,0.734,0.468,2.487,1.215,1.624,2.192,0.936
1.164,0.79,1.404,3.51,2.221,3.192,2.328,1.58,7.02
1.133,1.179,0.372,3.325,3.813,0.679,2.266,2.358,6.65
1.337,1.401,0.871,1.573,3.048,1.018,2.674,2.802,3.146
0.165,1.092,0.37,1.476,0.253,4.986,0.33,2.184,2.952
0.989,1.453,0.491,0.84,2.836,0.21,1.978,2.906,1.68
1.436,0.631,1.382,4.826,0.465,0.817,2.872,1.262,9.652
0.474,0.536,0.538,4.574,1.825,4.601,0.948,1.072,9.148
1.297,1.256,0.116,1.642,0.799,2.646,2.594,2.512,3.284
1.067,0.901,1.456,0.889,3.189,0.004,2.134,1.802,1.778
0.913,0.522,1.084,3.412,3.505,1.646,1.826,1.044,6.824
1.192,0.712,1.33,1.283,3.656,2.703,2.384,1.424,2.566
1.491,0.54,0.892,0.968,2.226,2.993,2.982,1.08,1.936
0.535,0.202,0.795,0.573,1.121,2.061,1.07,0.404,1.146
0.549,1.085,1.101,4.126,4.602,0.148,1.098,2.17,8.252
0.194,0.971,0.869,4.795,2.331,4.935,0.388,1.942,9.59
0.186,0.618,1.26,0.096,0.846,0.084,0.372,1.236,0.192
1.054,0.114,0.84,0.516,2.182,1.598,2.108,0.228,1.032
0.764,0.275,0.187,3.012,0.815,0.065,1.528,0.55,6.024
1.419,1.496,0.524,3.419,3.897,1.077,2.838,2.992,6.838
0.647,0.929,0.135,1.138,0.755,2.363,1.294,1.858,2.276
0.775,0.435,0.8,0.258,4.285,1.78,1.55,0.87,0.516
0.994,0.981,0.77,4.827,0.983,3.328,1.988,1.962,9.654
0.985,0.653,0.207,2.523,2.582,1.434,1.97,1.306,5.046
1.435,0.191,1.252,4.758,4.351,2.14,2.87,0.382,9.516
0.765,0.377,1.246,3.474,1.233,2.56,1.53,0.754,6.948
0.554,0.764,1.106,0.88,1.842,4.206,1.108,1.528,1.76
0.458,0.15,0.766,1.465,4.591,3.399,0.916,0.3,2.93
0.278,0.754,0.159,1.275,2.809,1.896,0.556,1.508,2.55
1.084,0.69,1.108,3.534,3.012,0.936,2.168,1.38,7.068
1.02,0.626,1.123,1.163,3.286,1.637,2.04,1.252,2.326
0.838,0.565,0.872,0.254,4.444,1.471,1.676,1.13,0.508
0.353,0.624,1.074,0.923,3.946,1.988,0.706,1.248,1.846
0.117,0.466,1.003,1.862,2.672,4.3,0.234,0.932,3.724
0.168,1.261,0.281,0.496,1.416,2.41,0.336,2.522,0.992
0.169,0.421,1.462,2.36,3.517,2.494,0.338,0.842,4.72
0.954,1.406,1.007,4.11,4.592,2.844,1.908,2.812,8.22
1.192,0.925,1.464,3.597,1.88,0.515,2.384,1.85,7.194
0.183,1.246,1.209,2.818,1.876,3.614,0.366,2.492,5.636
1.379,0.337,1.463,1.253,3.436,4.073,2.758,0.674,2.506
0.51,0.903,0.394,2.16,0.319,3.973,1.02,1.806,4.32
0.252,1.161,0.676,4.55,2.529,3.666,0.504,2.322,9.1
1.234,0.34,1.035,2.592,0.638,4.274,2.468,0.68,5.184
0.938,0.837,0.413,1.087,1.724,0.008,1.876,1.674,2.174
0.476,0.338,0.697,3.789,0.863,1.043,0.952,0.676,7.578
1.12,1.153,0.472,3.499,2.087,3.949,2.24,2.306,6.998
0.611,1.465,0.207,2.752,0.293,2.682,1.222,2.93,5.504
0.926,0.85,0.812,0.695,0.971,3.999,1.852,1.7,1.39
1.324,0.536,0.325,4.403,0.179,0.167,2.648,1.072,8.806
1.234,0.858,1.269,3.405,4.129,4.341,2.468,1.716,6.81
0.929,0.464,0.993,3.698,4.272,0.461,1.858,0.928,7.396
1.444,1.374,0.958,2.352,3.333,2.123,2.888,2.748,4.704
0.114,0.103,0.933,3.758,1.788,1.427,0.228,0.206,7.516
0.488,0.725,0.647,1.634,1.986,1.532,0.976,1.45,3.268
0.364,0.81,0.402,4.928,2.388,0.249,0.728,1.62,9.856
0.233,0.372,1.151,3.972,0.335,0.253,0.466,0.744,7.944
0.472,0.863,1.055,2.047,3.926,4.833,0.944,1.726,4.094
0.431,0.429,0.652,2.118,0.776,4.884,0.862,0.858,4.236
0.779,0.118,0.677,3.386,0.11,4.258,1.558,0.236,6.772
0.61,1.414,0.381,1.703,1.164,4.36,1.22,2.828,3.406
1.409,0.696,0.2,2.635,3.485,4.603,2.818,1.392,5.27
0.22,0.706,0.837,0.46,3.004,0.731,0.44,1.412,0.92
1.452,1.276,0.658,0.581,0.245,2.251,2.904,2.552,1.162
0.797,0.838,0.78,4.484,0.882,0.913,1.594,1.676,8.968
0.161,1.446,0.153,4.997,2.775,2.984,0.322,2.892,9.994
1.144,1.035,1.438,1.739,0.952,1.658,2.288,2.07,3.478
1.191,0.546,0.928,4.853,4.832,4.44,2.382,1.092,9.706
1.381,1.103,1.423,1.056,3.563,3.589,2.762,2.206,2.112
0.955,0.647,0.737,1.653,4.359,2.227,1.91,1.294,3.306
1.101,1.189,0.783,3.896,4.501,4.236,2.202,2.378,7.792
1.35,0.937,0.541,1.321,0.72,1.076,2.7,1.874,2.642
0.238,0.783,0.617,1.736,1.087,3.44,0.476,1.566,3.472
1.386,0.43,0.653,2.644,3.125,1.45,2.772,0.86,5.288
1.024,1.339,0.519,1.824,2.033,2.131,2.048,2.678,3.648
1.276,0.339,0.55,3.993,3.031,1.274,2.552,0.678,7.986
0.668,1.243,0.188,3.921,1.025,4.83,1.336,2.486,7.842
0.194,0.515,1.01,4.015,4.541,4.28,0.388,1.03,8.03
1.033,1.022,0.642,4.63,0.558,2.776,2.066,2.044,9.26
1.021,1.492,0.112,3.191,4.749,1.778,2.042,2.984,6.382
0.525,0.338,1.312,2.801,1.174,3.715,1.05,0.676,5.602
1.098,0.996,0.472,2.258,4.61,2.783,2.196,1.992,4.516
1.293,1.462,0.351,3.109,0.084,1.879,2.586,2.924,6.218
0.871,0.714,1.39,3.229,3.871,4.819,1.742,1.428,6.458
0.856,1.339,0.276,0.562,1.251,3.511,1.712,2.678,1.124
0.336,0.254,1.053,3.629,1.73,1.103,0.672,0.508,7.258
0.294,0.706,1.251,1.032,2.763,4.676,0.588,1.412,2.064
0.407,0.812,0.618,2.295,1.338,1.561,0.814,1.624,4.59
0.954,0.817,1.083,4.619,0.327,0.532,1.908,1.634,9.238
1.334,1.118,0.412,0.557,3.716,3.579,2.668,2.236,1.114
0.143,1.459,0.31,3.307,1.032,0.383,0.286,2.918,6.614
1.329,1.045,0.819,1.123,2.003,2.756,2.658,2.09,2.246
0.28,0.549,1.128,2.18,2.617,3.382,0.56,1.098,4.36
1.292,0.85,0.312,2.463,0.888,1.523,2.584,1.7,4.926
0.295,0.468,1.283,3.331,4.106,3.922,0.59,0.936,6.662
1.21,0.753,0.341,1.823,1.288,4.054,2.42,1.506,3.646
0.323,0.759,0.566,2.852,2.453,0.479,0.646,1.518,5.704
0.731,0.784,1.01,2.003,2.439,0.194,1.462,1.568,4.006
1.429,1.426,0.204,2.607,2.145,1.974,2.858,2.852,5.214
0.74,0.892,0.849,1.385,0.655,3.103,1.48,1.784,2.77
0.899,1.374,0.585,3.23,3.738,4.811,1.798,2.748,6.46
0.727,0.794,0.756,2.893,0.314,3.171,1.454,1.588,5.786
1.473,1.271,1.482,0.758,3.883,2.657,2.946,2.542,1.516
1.185,0.425,0.874,4.424,2.128,2.758,2.37,0.85,8.848
0.802,0.579,0.957,3.744,2.636,1.631,1.604,1.158,7.488
1.376,0.895,0.549,4.094,1.858,0.955,2.752,1.79,8.188
0.742,0.25,1.036,1.235,1.534,1.176,1.484,0.5,2.47
1.385,0.689,1.121,3.395,0.642,3.88,2.77,1.378,6.79
0.463,0.416,0.727,1.744,2.91,1.056,0.926,0.832,3.488
0.844,0.776,0.936,3.389,4.364,1.09,1.688,1.552,6.778
0.89,1.298,0.703,3.042,0.283,4.502,1.78,2.596,6.084
0.643,1.076,1.464,1.731,0.322,0.095,1.286,2.152,3.462
0.743,0.783,0.473,3.182,0.939,2.952,1.486,1.566,6.364
0.181,1.489,1.137,3.472,4.563,2.35,0.362,2.978,6.944
0.29,0.325,0.99,3.265,0.573,4.341,0.58,0.65,6.53
0.327,1.229,0.256,0.165,0.708,3.357,0.654,2.458,0.33
0.839,1.457,1.276,1.47,4.695,3.269,1.678,2.914,2.94
0.917,0.75,0.515,2.994,2.539,1.87,1.834,1.5,5.988
1.336,0.709,0.831,0.734,2.783,3.749,2.672,1.418,1.468
1.37,0.574,0.866,3.789,0.396,3.943,2.74,1.148,7.578
1.308,1.042,0.824,0.683,4.781,3.968,2.616,2.084,1.366
1.008,0.982,0.103,0.954,4.861,1.411,2.016,1.964,1.908
1.444,0.299,0.849,4.165,2.021,0.68,2.888,0.598,8.33
1.481,0.892,0.659,0.952,4.555,4.933,2.962,1.784,1.904
1.311,0.951,0.323,4.245,1.151,4.722,2.622,1.902,8.49
1.334,0.584,0.675,2.463,0.546,4.46,2.668,1.168,4.926
0.637,1.489,0.345,1.609,2.2,1.496,1.274,2.978,3.218
1.34,0.445,0.522,1.651,2.722,1.361,2.68,0.89,3.302
0.964,1.301,0.246,4.983,1.829,0.944,1.928,2.602,9.966
1.498,1.436,0.159,2.53,0.661,3.429,2.996,2.872,5.06
1.415,0.424,1.137,3.313,0.385,0.134,2.83,0.848,6.626
0.486,1.334,1.257,2.448,3.842,2.069,0.972,2.668,4.896
0.959,0.187,1.435,2.845,2.051,3.805,1.918,0.374,5.69
0.622,0.118,1.32,3.904,4.273,1.839,1.244,0.236,7.808
1.201,0.702,1.207,2.937,3.507,0.959,2.402,1.404,5.874
0.195,0.145,0.456,2.816,3.302,2.969,0.39,0.29,5.632
0.536,0.427,0.862,1.562,4.51,0.031,1.072,0.854,3.124
1.004,1.413,0.375,4.63,3.963,1.159,2.008,2.826,9.26
0.539,1.228,0.516,1.405,4.191,1.999,1.078,2.456,2.81
1.172,0.745,1.182,4.606,4.245,3.137,2.344,1.49,9.212
1.161,0.768,0.245,4.78,0.738,3.302,2.322,1.536,9.56
1.313,0.738,0.477,3.483,2.598,3.1,2.626,1.476,6.966
0.461,0.889,1.307,3.923,0.839,3.773,0.922,1.778,7.846
0.281,1.135,0.543,0.884,1.163,0.979,0.562,2.27,1.768
0.353,0.314,1.234,4.653,3.791,4.054,0.706,0.628,9.306
0.632,0.902,0.687,3.109,1.092,4.673,1.264,1.804,6.218
0.432,1.15,1.437,3.175,1.612,3.921,0.864,2.3,6.35
0.842,0.362,0.816,0.482,2.714,1.889,1.684,0.724,0.964
0.671,0.392,0.873,3.277,0.085,2.981,1.342,0.784,6.554
0.662,0.473,1.177,3.14,0.328,1.805,1.324,0.946,6.28
0.69,0.857,0.891,0.65,2.007,3.882,1.38,1.714,1.3
1.209,1.193,0.532,3.092,2.8,4.759,2.418,2.386,6.184
1.202,0.225,0.945,3.7,0.988,3.008,2.404,0.45,7.4
0.423,0.94,1.494,0.329,4.821,1.962,0.846,1.88,0.658
1.382,0.451,1.302,4.003,4.075,3.639,2.764,0.902,8.006
0.918,0.36,0.678,0.976,1.002,2.18,1.836,0.72,1.952
0.296,0.616,0.335,0.788,3.676,4.981,0.592,1.232,1.576
1.451,0.121,0.623,2.849,1.391,4.807,2.902,0.242,5.698
0.866,0.437,0.114,0.919,4.209,1.016,1.732,0.874,1.838
1.105,0.298,0.783,2.661,2.001,3.447,2.21,0.596,5.322
0.986,0.436,1.226,3.546,3.06,0.697,1.972,0.872,7.092
0.256,1.055,0.31,4.599,3.958,2.966,0.512,2.11,9.198
0.386,0.825,0.197,3.249,1.694,1.627,0.772,1.65,6.498
1.408,1.192,0.236,0.101,3.626,1.344,2.816,2.384,0.202
1.128,0.394,0.876,2.944,3.792,2.458,2.256,0.788,5.888
0.356,0.915,1.384,4.578,1.318,3.352,0.712,1.83,9.156
0.518,0.194,1.436,2.262,3.596,3.867,1.036,0.388,4.524
1.142,0.966,0.133,3.04,1.03,4.657,2.284,1.932,6.08
1.494,1.226,0.435,0.74,2.317,2.115,2.988,2.452,1.48
0.6,0.336,0.491,1.041,0.26,3.844,1.2,0.672,2.082
0.346,1.402,0.214,3.059,1.143,4.69,0.692,2.804,6.118
0.684,0.418,0.899,3.839,4.253,1.351,1.368,0.836,7.678
1.293,0.149,0.261,4.551,1.295,4.261,2.586,0.298,9.102
0.462,0.367,1.078,4.978,4.385,2.764,0.924,0.734,9.956
0.488,0.293,1.379,0.066,3.91,2.685,0.976,0.586,0.132
0.803,0.772,0.229,0.398,3.903,0.596,1.606,1.544,0.796
0.598,0.713,1.444,3.037,1.949,0.961,1.196,1.426,6.074
0.263,0.333,1.033,4.188,1.969,0.842,0.526,0.666,8.376
0.844,0.974,0.322,4.394,0.827,4.829,1.688,1.948,8.788
1.108,0.486,1.374,3.022,4.151,2.39,2.216,0.972,6.044
1.1,1.441,0.175,4.578,2.681,2.328,2.2,2.882,9.156
1.097,0.437,0.839,1.235,0.746,4.879,2.194,0.874,2.47
1.065,0.831,0.793,2.871,3.544,4.572,2.13,1.662,5.742
1.212,0.422,0.556,4.622,0.071,2.922,2.424,0.844,9.244
0.782,1.138,1.068,3.716,1.074,1.338,1.564,2.276,7.432
0.35,0.567,0.795,0.192,3.37,2.084,0.7,1.134,0.384
1.43,1.134,1.118,4.547,2.941,3.127,2.86,2.268,9.094
0.499,1.223,0.733,2.884,1.937,3.616,0.998,2.446,5.768
0.989,1.227,1.133,4.713,0.692,3.168,1.978,2.454,9.426
1.299,0.922,0.234,3.672,3.591,2.354,2.598,1.844,7.344
0.481,0.76,1.389,1.322,4.767,0.799,0.962,1.52,2.644
1.349,0.256,0.427,1.369,2.273,2.323,2.698,0.512,2.738
0.264,1.34,0.846,3.794,0.562,2.588,0.528,2.68,7.588
0.885,0.638,0.787,4.145,0.272,1.307,1.77,1.276,8.29
0.709,0.97,0.219,0.996,1.294,4.076,1.418,1.94,1.992
0.227,0.526,0.496,1.643,0.841,4.449,0.454,1.052,3.286
0.985,1.205,0.575,3.663,4.351,3.669,1.97,2.41,7.326
1.359,1.433,1.135,3.184,0.536,0.663,2.718,2.866,6.368
0.301,0.397,0.928,3.914,3.03,0.327,0.602,0.794,7.828
0.214,0.129,1.389,0.606,4.103,0.063,0.428,0.258,1.212
0.948,1.164,0.245,3.225,4.993,1.259,1.896,2.328,6.45
0.584,0.951,0.755,1.612,3.32,3.736,1.168,1.902,3.224
0.499,0.324,1.313,4.869,0.58,2.545,0.998,0.648,9.738
0.562,1.354,0.633,1.444,2.087,0.125,1.124,2.708,2.888
1.233,1.248,0.902,4.162,3.403,2.275,2.466,2.496,8.324
1.208,0.624,0.19,0.129,1.697,1.106,2.416,1.248,0.258
1.192,1.377,0.355,4.641,3.397,3.461,2.384,2.754,9.282
0.575,1.288,1.052,4.539,1.844,0.321,1.15,2.576,9.078
0.739,0.535,0.732,2.708,3.058,2.491,1.478,1.07,5.416
0.273,0.634,1.452,3.696,0.829,1.713,0.546,1.268,7.392
0.284,0.611,1.0,2.92,4.776,4.096,0.568,1.222,5.84
0.173,0.702,1.347,2.96,0.138,0.389,0.346,1.404,5.92
1.167,0.578,0.396,4.509,2.568,3.388,2.334,1.156,9.018
0.657,1.5,0.618,1.884,3.066,1.556,1.314,3.0,3.768
0.215,0.159,0.48,1.772,0.787,0.81,0.43,0.318,3.544
1.164,0.439,1.361,4.312,4.955,0.807,2.328,0.878,8.624
0.708,1.171,0.418,4.765,2.603,4.28,1.416,2.342,9.53
0.493,1.194,1.228,0.814,0.293,0.876,0.986,2.388,1.628
1.279,0.628,0.443,2.585,0.42,3.66,2.558,1.256,5.17
0.152,0.519,0.112,2.927,3.393,4.292,0.304,1.038,5.854
1.181,1.269,1.29,1.998,4.067,3.542,2.362,2.538,3.996
0.372,0.479,1.267,1.908,0.289,1.178,0.744,0.958,3.816
1.225,0.239,0.779,4.895,4.265,1.129,2.45,0.478,9.79
0.7,0.903,1.322,1.892,0.45,4.768,1.4,1.806,3.784
1.379,0.845,1.272,3.098,1.34,0.29,2.758,1.69,6.196
1.038,1.255,0.289,0.265,1.771,4.343,2.076,2.51,0.53
1.004,0.337,0.914,0.541,4.037,2.698,2.008,0.674,1.082
0.935,1.337,0.303,1.929,4.495,1.798,1.87,2.674,3.858
0.233,0.96,0.761,1.855,2.528,2.727,0.466,1.92,3.71
0.207,0.305,0.792,0.156,4.215,4.262,0.414,0.61,0.312
0.847,0.81,1.266,0.889,3.566,1.238,1.694,1.62,1.778
0.711,0.671,0.712,1.79,4.105,4.376,1.422,1.342,3.58
1.294,0.536,0.673,2.246,0.795,3.922,2.588,1.072,4.492
0.852,0.36,0.604,1.457,1.345,4.325,1.704,0.72,2.914
1.001,0.193,0.182,1.499,2.069,1.2,2.002,0.386,2.998
0.322,1.044,1.176,3.27,3.121,2.779,0.644,2.088,6.54
1.252,1.12,0.335,3.516,2.866,0.856,2.504,2.24,7.032
0.556,0.245,0.484,3.889,1.507,0.47,1.112,0.49,7.778
1.374,1.339,1.268,3.996,3.897,0.311,2.748,2.678,7.992
0.446,1.488,0.621,1.347,0.424,3.863,0.892,2.976,2.694
0.789,0.88,0.615,2.763,2.295,3.186,1.578,1.76,5.526
1.028,0.645,1.45,2.889,3.119,4.313,2.056,1.29,5.778
1.213,0.584,1.091,2.661,1.53,1.86,2.426,1.168,5.322
1.428,0.533,1.208,4.302,3.539,2.412,2.856,1.066,8.604
0.113,0.949,0.317,1.096,0.173,2.182,0.226,1.898,2.192
0.467,0.914,1.058,1.359,4.61,1.466,0.934,1.828,2.718
0.503,1.19,0.672,0.673,1.232,1.177,1.006,2.38,1.346
0.857,0.276,0.281,2.971,1.258,3.404,1.714,0.552,5.942
0.364,0.434,0.328,1.479,0.261,2.545,0.728,0.868,2.958
0.742,0.664,1.194,3.231,0.218,3.162,1.484,1.328,6.462
1.369,0.885,1.24,0.811,3.092,1.118,2.738,1.77,1.622
0.253,0.474,1.026,1.745,2.918,3.346,0.506,0.948,3.49
0.926,0.58,1.173,2.517,3.221,4.153,1.852,1.16,5.034
1.211,0.15,0.507,4.425,1.843,3.115,2.422,0.3,8.85
1.5,1.41,1.467,1.25,4.623,1.894,3.0,2.82,2.5
0.698,1.196,1.258,1.197,1.089,1.674,1.396,2.392,2.394
0.273,0.889,1.123,1.007,1.974,1.072,0.546,1.778,2.014
1.493,0.102,0.317,1.482,0.814,3.996,2.986,0.204,2.964
0.801,0.118,0.511,2.135,0.706,0.219,1.602,0.236,4.27
0.694,0.597,0.792,3.579,0.402,4.587,1.388,1.194,7.158
